method,input_tier,rollout_id,root_family_id,time,capture_order,h,r,e,cos,rho,evidence_valid,evidence_duration
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.05,0,0.0,"[0.0, 0.25, -0.21935749999999987]",,,,False,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.1,1,-0.007083017791394641,"[-5.6708655820247866e-05, 0.24961420091849132, -0.2264405177913945]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.15,3,-0.005145930134889176,"[-2.8332506013306613e-05, 0.2500433719990417, -0.22450343013488905]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.2,4,-0.0045888513892378135,"[4.464459708697355e-06, 0.18742651102612648, -0.20032049385551542]",,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.25,5,-0.005119769400062313,"[5.199714243747655e-05, 0.12490627849019144, -0.17722555433261766]",,0.335962580775905,0.9894659288761513,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.3,6,-0.0038098768925256543,"[5.670469234497766e-06, 0.06325377987418174, -0.15228980429135874]",,0.21686187669771226,0.9723774520107079,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.35,8,-0.0030986708141547137,"[-0.00022595294554095258, 0.0008367807284461791, -0.12795274067926554]",,-0.21643091345582083,0.991294416072464,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.4,10,-0.002903590340103457,"[-0.0001020418390872968, 4.39062779106548e-05, -0.12980491952594875]",,0.920035282188196,0.8246843472377037,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.45,11,-0.003907008343064344,"[-0.0005399098223869414, 0.09962601243632721, -0.13080833752890964]",,0.35661309225905113,0.9843462669400634,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.5,13,-0.004723992279911937,"[-0.0004823940408784644, 0.1995466515344917, -0.13162532146575723]",,0.09644731432893985,0.9910848927492312,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.55,14,-0.005281786818404854,"[-0.00038380745127564175, 0.14964508432344814, -0.1317767856378108]",,-0.018458017883366096,0.9891966270220375,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.6,15,-0.005418177994251261,"[-0.0002550458337943762, 0.09977072584447634, -0.131506846447218]",,0.09764038158777841,0.9969936149234543,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.65,16,-0.004399301123825916,"[-5.7435959574247963e-05, 0.05208941536882782, -0.13008163921035332]",,0.9038198886196191,0.9117718979861014,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.7,18,-0.0031146709058844646,"[0.00011362122825836485, 0.0031378486092901777, -0.12839067862597253]",,0.5815328826154292,0.9514915757326162,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.75,19,-0.002373624118112261,"[0.00024162028113222656, 0.003135299679591858, -0.12764963183820033]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.8,21,-0.002155199149968645,"[0.00019601525647805484, 0.0031426520816445654, -0.1274312068700567]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.85,22,0.05540754181164209,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,0.9986979712214717,0.03246496671875446,True,0.04999999999999993
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.9,23,0.11540754181164192,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,1.0,0.0,True,0.09999999999999998
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.95,25,0.17540754181164198,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,1.0,0.0,True,0.1499999999999999
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,1.0,26,0.17540754181164198,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,,,True,0.1499999999999999
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,1.05,27,0.17540754181164198,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,,,True,0.1499999999999999
S_G_R,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,1.1,29,0.17540754181164198,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,,,True,0.1499999999999999
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.05,0,0.0,"[0.0, 0.25, -0.21935749999999987]",,,,False,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.1,1,-0.007083017791394641,"[-5.6708655820247866e-05, 0.24961420091849132, -0.2264405177913945]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.15,3,-0.005145930134889176,"[-2.8332506013306613e-05, 0.2500433719990417, -0.22450343013488905]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.2,4,-0.0045888513892378135,"[4.464459708697355e-06, 0.18742651102612648, -0.20032049385551542]",,-0.5216567860584848,0.9959968497923816,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.25,5,-0.005119769400062313,"[5.199714243747655e-05, 0.12490627849019144, -0.17722555433261766]",,0.335962580775905,0.9894659288761513,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.3,6,-0.0038098768925256543,"[5.670469234497766e-06, 0.06325377987418174, -0.15228980429135874]",,0.21686187669771226,0.9723774520107079,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.35,8,-0.0030986708141547137,"[-0.00022595294554095258, 0.0008367807284461791, -0.12795274067926554]",,-0.21643091345582083,0.991294416072464,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.4,10,-0.002903590340103457,"[-0.0001020418390872968, 4.39062779106548e-05, -0.12980491952594875]",,0.920035282188196,0.8246843472377037,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.45,11,-0.003907008343064344,"[-0.0005399098223869414, 0.09962601243632721, -0.13080833752890964]",,0.35661309225905113,0.9843462669400634,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.5,13,-0.004723992279911937,"[-0.0004823940408784644, 0.1995466515344917, -0.13162532146575723]",,0.09644731432893985,0.9910848927492312,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.55,14,-0.005281786818404854,"[-0.00038380745127564175, 0.14964508432344814, -0.1317767856378108]",,-0.018458017883366096,0.9891966270220375,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.6,15,-0.005418177994251261,"[-0.0002550458337943762, 0.09977072584447634, -0.131506846447218]",,0.09764038158777841,0.9969936149234543,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.65,16,-0.004399301123825916,"[-5.7435959574247963e-05, 0.05208941536882782, -0.13008163921035332]",,0.9038198886196191,0.9117718979861014,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.7,18,-0.0031146709058844646,"[0.00011362122825836485, 0.0031378486092901777, -0.12839067862597253]",,0.5815328826154292,0.9514915757326162,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.75,19,-0.002373624118112261,"[0.00024162028113222656, 0.003135299679591858, -0.12764963183820033]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.8,21,-0.002155199149968645,"[0.00019601525647805484, 0.0031426520816445654, -0.1274312068700567]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.85,22,0.05540754181164209,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,0.9986979712214717,0.03246496671875446,True,0.04999999999999993
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.9,23,0.11540754181164192,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,1.0,0.0,True,0.09999999999999998
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,0.95,25,0.17540754181164198,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,1.0,0.0,True,0.1499999999999999
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,1.0,26,0.17540754181164198,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,,,True,0.1499999999999999
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,1.05,27,0.17540754181164198,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,,,True,0.1499999999999999
S_G_HR,S,L2RAR2_REPAIR_00_840000:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_00_840000,1.1,29,0.17540754181164198,"[-3.434373628574683e-05, 0.00021139293697752413, -0.12986846590844603]",,,,True,0.1499999999999999
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.05,0,,,,,,False,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.1,1,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.15,3,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.2,4,,,,0.6473372318207627,0.4795077044990235,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.25,5,,,,0.9386864734486233,0.47478095771361667,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.3,6,,,,-0.19448331818931303,0.7889220093447621,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.35,8,,,,0.8994361414299611,0.7972409794435301,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.4,9,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.45,11,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.05,0,,,,,,False,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.1,1,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.15,3,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.2,4,,,,0.6473372318207627,0.4795077044990235,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.25,5,,,,0.9386864734486233,0.47478095771361667,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.3,6,,,,-0.19448331818931303,0.7889220093447621,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.35,8,,,,0.8994361414299611,0.7972409794435301,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.4,9,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.45,11,,,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.05,0,0.0,"[0.0, 0.25, -0.21846349999999992]",,,,False,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.1,1,-0.007205303277266206,"[-6.176257215495529e-05, 0.2503430051753181, -0.22566880327726613]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.15,3,-0.005367704430499165,"[8.664361292820555e-06, 0.2501100099374459, -0.2238312044304991]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.2,4,-0.005007691486512034,"[5.797279681585277e-06, 0.18758754932083746, -0.2000133903788871]",,-0.3381085150740518,0.9964634374473124,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.25,5,-0.005400008383898203,"[1.2041524608374932e-05, 0.12502744910451083, -0.17694790616864864]",,0.27245816309328336,0.9925574595271272,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.3,6,-0.0037729350612515367,"[6.0711642267896604e-05, 0.06403219839447721, -0.15186303173837723]",,0.3860776683831476,0.9555710815580362,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.35,8,-0.0029346602426315593,"[-0.00020095528162139553, 0.0019293900634185478, -0.1275669558121324]",,0.10583386732849315,0.9841934082347289,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.4,9,-0.002744544216865763,"[-0.0001968902443141296, 0.0019053364280729734, -0.1273768397863666]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.45,11,-0.0025739122473079634,"[-0.00019013802989353845, 0.0019092043635932504, -0.1272062078168088]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.05,0,0.0,"[0.0, 0.25, -0.21846349999999992]",,,,False,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.1,1,-0.007205303277266206,"[-6.176257215495529e-05, 0.2503430051753181, -0.22566880327726613]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.15,3,-0.005367704430499165,"[8.664361292820555e-06, 0.2501100099374459, -0.2238312044304991]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.2,4,-0.005007691486512034,"[5.797279681585277e-06, 0.18758754932083746, -0.2000133903788871]",,-0.3381085150740518,0.9964634374473124,True,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.25,5,-0.005400008383898203,"[1.2041524608374932e-05, 0.12502744910451083, -0.17694790616864864]",,0.27245816309328336,0.9925574595271272,True,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.3,6,-0.0037729350612515367,"[6.0711642267896604e-05, 0.06403219839447721, -0.15186303173837723]",,0.3860776683831476,0.9555710815580362,True,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.35,8,-0.0029346602426315593,"[-0.00020095528162139553, 0.0019293900634185478, -0.1275669558121324]",,0.10583386732849315,0.9841934082347289,True,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.4,9,-0.002744544216865763,"[-0.0001968902443141296, 0.0019053364280729734, -0.1273768397863666]",,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.45,11,-0.0025739122473079634,"[-0.00019013802989353845, 0.0019092043635932504, -0.1272062078168088]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.05,0,0.0,"[0.0, 0.25, -0.21846349999999992]",,,,False,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.1,1,-0.007205303277266206,"[-6.176257215495529e-05, 0.2503430051753181, -0.22566880327726613]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.15,3,-0.005367704430499165,"[8.664361292820555e-06, 0.2501100099374459, -0.2238312044304991]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.2,4,-0.005007691486512034,"[5.797279681585277e-06, 0.18758754932083746, -0.2000133903788871]",,-0.3381085150740518,0.9964634374473124,True,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.25,5,-0.005400008383898203,"[1.2041524608374932e-05, 0.12502744910451083, -0.17694790616864864]",,0.27245816309328336,0.9925574595271272,True,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.3,6,-0.0037729350612515367,"[6.0711642267896604e-05, 0.06403219839447721, -0.15186303173837723]",,0.3860776683831476,0.9555710815580362,True,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.35,8,-0.0029346602426315593,"[-0.00020095528162139553, 0.0019293900634185478, -0.1275669558121324]",,0.10583386732849315,0.9841934082347289,True,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.4,9,-0.002744544216865763,"[-0.0001968902443141296, 0.0019053364280729734, -0.1273768397863666]",,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_01_840001:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_01_840001,0.45,11,-0.0025739122473079634,"[-0.00019013802989353845, 0.0019092043635932504, -0.1272062078168088]",,,,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.05,0,,,,,,False,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.1,1,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.15,3,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.2,4,,,,0.6473372318207627,0.4795077044990235,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.25,5,,,,0.9386864734486233,0.47478095771361667,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.3,6,,,,-0.19448331818931303,0.7889220093447621,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.35,8,,,,0.8994361414299611,0.7972409794435301,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.4,9,,,,0.2984974599697371,0.6209663949987452,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.45,11,,,,,,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.5,12,,,,0.9989644639375134,0.5936994377248126,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.55,13,,,,0.8364380357765885,0.4420867351289276,True,0.0
O_B2,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.6,15,,,,-0.9964724458830392,0.9993153901330853,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.05,0,,,,,,False,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.1,1,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.15,3,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.2,4,,,,0.6473372318207627,0.4795077044990235,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.25,5,,,,0.9386864734486233,0.47478095771361667,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.3,6,,,,-0.19448331818931303,0.7889220093447621,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.35,8,,,,0.8994361414299611,0.7972409794435301,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.4,9,,,,0.2984974599697371,0.6209663949987452,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.45,11,,,,,,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.5,12,,,,0.9989644639375134,0.5936994377248126,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.55,13,,,,0.8364380357765885,0.4420867351289276,True,0.0
O_C3,O,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.6,15,,,,-0.9964724458830392,0.9993153901330853,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.05,0,0.0,"[0.0, 0.25, -0.21846349999999992]",,,,False,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.1,1,-0.007205303277266206,"[-6.176257215495529e-05, 0.2503430051753181, -0.22566880327726613]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.15,3,-0.005367704430499165,"[8.664361292820555e-06, 0.2501100099374459, -0.2238312044304991]",,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.2,4,-0.005007691486512034,"[5.797279681585277e-06, 0.18758754932083746, -0.2000133903788871]",,-0.3381085150740518,0.9964634374473124,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.25,5,-0.005400008383898203,"[1.2041524608374932e-05, 0.12502744910451083, -0.17694790616864864]",,0.27245816309328336,0.9925574595271272,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.3,6,-0.0037729350612515367,"[6.0711642267896604e-05, 0.06403219839447721, -0.15186303173837723]",,0.3860776683831476,0.9555710815580362,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.35,8,-0.0029346602426315593,"[-0.00020095528162139553, 0.0019293900634185478, -0.1275669558121324]",,0.10583386732849315,0.9841934082347289,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.4,9,-0.0027466638642481556,"[-0.0001543547857973948, 0.0009354752953190347, -0.12859548152768285]",,0.6693647962645356,0.8160725033020919,True,0.0
S_G_H,S,L2RAR2_REPAIR_01_840001:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_01_840001,0.45,11,-0.00260552741587039,"[-0.0001412414971678766, -2.8460861548947752e-05, -0.12967086717323884]",,0.7016558759604685,0.8387729145120851,True,0.0
