episode_id,root_family_id,case_id,arm_id,reference_state,raw_duration_ns,pre_action_duration_ns,post_onset_available_ns,actual_physics_step_count,actual_visual_count,actual_visual_interval_min_ns,actual_visual_interval_median_ns,actual_visual_interval_max_ns,same_time_group_count,missing_intervals_gt_100ms,baseline_available,censor_reason,can_score_100ms,can_score_250ms,can_score_500ms,can_score_750ms,can_score_1000ms
L2RAR2_R24_BOUNDARY_03_896003__R24C5_active_release_conflict__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_03_896003,R24C5_active_release_conflict,O_C3_CLP3_CANONICAL_TIME,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R24_BOUNDARY_03_896003__R24C5_active_release_conflict__O_C3_RAW,L2RAR2_R24_BOUNDARY_03_896003,R24C5_active_release_conflict,O_C3_RAW,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R24_BOUNDARY_03_896003__R24C5_active_release_conflict__RECOVERY_DISABLED,L2RAR2_R24_BOUNDARY_03_896003,R24C5_active_release_conflict,RECOVERY_DISABLED,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R24_BOUNDARY_03_896003__R24C6_relocation_error__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_03_896003,R24C6_relocation_error,O_C3_CLP3_CANONICAL_TIME,LOSS,6549999999,2550000000,130000000,138,132,50000000,50000000,50000000,6,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R24_BOUNDARY_03_896003__R24C6_relocation_error__O_C3_RAW,L2RAR2_R24_BOUNDARY_03_896003,R24C6_relocation_error,O_C3_RAW,LOSS,6499999999,2500000000,80000000,137,131,50000000,50000000.0,50000000,6,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R24_BOUNDARY_03_896003__R24C6_relocation_error__RECOVERY_DISABLED,L2RAR2_R24_BOUNDARY_03_896003,R24C6_relocation_error,RECOVERY_DISABLED,UNRESOLVED,2549999999,2550000000,,56,52,50000000,50000000,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R24_BOUNDARY_03_896003__R24C7_regrasp_disturbance__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_03_896003,R24C7_regrasp_disturbance,O_C3_CLP3_CANONICAL_TIME,UNRESOLVED,10699999999,2550000000,,228,215,50000000,50000000.0,50000000,13,0,True,,True,True,True,True,True
L2RAR2_R24_BOUNDARY_03_896003__R24C7_regrasp_disturbance__O_C3_RAW,L2RAR2_R24_BOUNDARY_03_896003,R24C7_regrasp_disturbance,O_C3_RAW,UNRESOLVED,10649999999,2500000000,,227,214,50000000,50000000,50000000,13,0,True,,True,True,True,True,True
L2RAR2_R24_BOUNDARY_03_896003__R24C7_regrasp_disturbance__RECOVERY_DISABLED,L2RAR2_R24_BOUNDARY_03_896003,R24C7_regrasp_disturbance,RECOVERY_DISABLED,UNRESOLVED,2549999999,2550000000,,56,52,50000000,50000000,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R24_BOUNDARY_03_896003__R24C8_secondary_loss__O_C3_CLP3_CANONICAL_TIME,L2RAR2_R24_BOUNDARY_03_896003,R24C8_secondary_loss,O_C3_CLP3_CANONICAL_TIME,LOSS,15349999999,2550000000,0,326,308,50000000,50000000,50000000,18,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R24_BOUNDARY_03_896003__R24C8_secondary_loss__O_C3_RAW,L2RAR2_R24_BOUNDARY_03_896003,R24C8_secondary_loss,O_C3_RAW,LOSS,15299999999,2500000000,0,325,307,50000000,50000000.0,50000000,18,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R24_BOUNDARY_03_896003__R24C8_secondary_loss__RECOVERY_DISABLED,L2RAR2_R24_BOUNDARY_03_896003,R24C8_secondary_loss,RECOVERY_DISABLED,UNRESOLVED,2549999999,2550000000,,56,52,50000000,50000000,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000,R25C1_contact_absence_edge_missing,F0_S0_CLP3_BASELINE,LOSS,3799999999,3800000000,1400000000,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C1_contact_absence_edge_missing,F0_S1_SUPERVISOR_ONLY,LOSS,3799999999,3800000000,1400000000,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C1_contact_absence_edge_missing,F1_S0_FUSION_ONLY,LOSS,9049999999,2650000000,250000000,193,182,50000000,50000000,50000000,11,0,True,RIGHT_CENSORED,True,True,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000,R25C1_contact_absence_edge_missing,F1_S1_FUSION_SUPERVISOR,LOSS,9049999999,2650000000,250000000,193,182,50000000,50000000,50000000,11,0,True,RIGHT_CENSORED,True,True,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000,R25C2_rgb_detach_contact_masked,F0_S0_CLP3_BASELINE,LOSS,3799999999,3800000000,1400000000,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C2_rgb_detach_contact_masked,F0_S1_SUPERVISOR_ONLY,LOSS,3799999999,3800000000,1400000000,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C2_rgb_detach_contact_masked,F1_S0_FUSION_ONLY,LOSS,9049999999,2650000000,250000000,193,182,50000000,50000000,50000000,11,0,True,RIGHT_CENSORED,True,True,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000,R25C2_rgb_detach_contact_masked,F1_S1_FUSION_SUPERVISOR,LOSS,9049999999,2650000000,250000000,193,182,50000000,50000000,50000000,11,0,True,RIGHT_CENSORED,True,True,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000,R25C3_transient_relocation_error,F0_S0_CLP3_BASELINE,LOSS,6549999999,2550000000,150000000,138,132,50000000,50000000,50000000,6,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C3_transient_relocation_error,F0_S1_SUPERVISOR_ONLY,LOSS,12949999999,2550000000,150000000,273,260,50000000,50000000,50000000,13,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C3_transient_relocation_error,F1_S0_FUSION_ONLY,LOSS,6549999999,2550000000,150000000,138,132,50000000,50000000,50000000,6,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000,R25C3_transient_relocation_error,F1_S1_FUSION_SUPERVISOR,LOSS,12949999999,2550000000,150000000,273,260,50000000,50000000,50000000,13,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000,R25C4_goal_verification_retry,F0_S0_CLP3_BASELINE,UNRESOLVED,8949999999,2550000000,,191,180,50000000,50000000,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C4_goal_verification_retry,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,15349999999,2550000000,,326,308,50000000,50000000,50000000,18,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C4_goal_verification_retry,F1_S0_FUSION_ONLY,UNRESOLVED,8949999999,2550000000,,191,180,50000000,50000000,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000,R25C4_goal_verification_retry,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,15349999999,2550000000,,326,308,50000000,50000000,50000000,18,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000,R25C5_secondary_loss_rearm,F0_S0_CLP3_BASELINE,LOSS,8949999999,2550000000,0,191,180,50000000,50000000,50000000,11,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C5_secondary_loss_rearm,F0_S1_SUPERVISOR_ONLY,LOSS,15349999999,2550000000,0,326,308,50000000,50000000,50000000,18,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C5_secondary_loss_rearm,F1_S0_FUSION_ONLY,LOSS,8949999999,2550000000,0,191,180,50000000,50000000,50000000,11,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000,R25C5_secondary_loss_rearm,F1_S1_FUSION_SUPERVISOR,LOSS,21750000000,2550000000,0,461,436,50000000,50000000,50000000,25,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_00_898000__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000,R25C6_partial_slip_control,F0_S0_CLP3_BASELINE,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C6_partial_slip_control,F0_S1_SUPERVISOR_ONLY,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C6_partial_slip_control,F1_S0_FUSION_ONLY,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000,R25C6_partial_slip_control,F1_S1_FUSION_SUPERVISOR,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_00_898000,R25C7_commanded_release_control,F0_S0_CLP3_BASELINE,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C7_commanded_release_control,F0_S1_SUPERVISOR_ONLY,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_00_898000,R25C7_commanded_release_control,F1_S0_FUSION_ONLY,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_00_898000__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_00_898000,R25C7_commanded_release_control,F1_S1_FUSION_SUPERVISOR,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C1_contact_absence_edge_missing,F0_S0_CLP3_BASELINE,LOSS,3799999999,3800000000,1280000000,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C1_contact_absence_edge_missing,F0_S1_SUPERVISOR_ONLY,LOSS,3799999999,3800000000,1280000000,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C1_contact_absence_edge_missing,F1_S0_FUSION_ONLY,UNRESOLVED,9049999999,2650000000,,193,182,50000000,50000000,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C1_contact_absence_edge_missing,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,9049999999,2650000000,,193,182,50000000,50000000,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C2_rgb_detach_contact_masked,F0_S0_CLP3_BASELINE,LOSS,3799999999,3800000000,1280000000,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C2_rgb_detach_contact_masked,F0_S1_SUPERVISOR_ONLY,LOSS,3799999999,3800000000,1280000000,81,77,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C2_rgb_detach_contact_masked,F1_S0_FUSION_ONLY,UNRESOLVED,9049999999,2650000000,,193,182,50000000,50000000,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C2_rgb_detach_contact_masked,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,9049999999,2650000000,,193,182,50000000,50000000,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C3_transient_relocation_error,F0_S0_CLP3_BASELINE,LOSS,6649999999,2650000000,130000000,140,134,50000000,50000000,50000000,6,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C3_transient_relocation_error,F0_S1_SUPERVISOR_ONLY,LOSS,13049999999,2650000000,130000000,275,262,50000000,50000000,50000000,13,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C3_transient_relocation_error,F1_S0_FUSION_ONLY,LOSS,6649999999,2650000000,130000000,140,134,50000000,50000000,50000000,6,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_01_898001__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C3_transient_relocation_error,F1_S1_FUSION_SUPERVISOR,LOSS,13049999999,2650000000,130000000,275,262,50000000,50000000,50000000,13,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C4_goal_verification_retry,F0_S0_CLP3_BASELINE,UNRESOLVED,9049999999,2650000000,,193,182,50000000,50000000,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C4_goal_verification_retry,F0_S1_SUPERVISOR_ONLY,UNRESOLVED,15449999999,2650000000,,328,310,50000000,50000000,50000000,18,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C4_goal_verification_retry,F1_S0_FUSION_ONLY,UNRESOLVED,9049999999,2650000000,,193,182,50000000,50000000,50000000,11,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C4_goal_verification_retry__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C4_goal_verification_retry,F1_S1_FUSION_SUPERVISOR,UNRESOLVED,15449999999,2650000000,,328,310,50000000,50000000,50000000,18,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C5_secondary_loss_rearm,F0_S0_CLP3_BASELINE,LOSS,9049999999,2650000000,0,193,182,50000000,50000000,50000000,11,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C5_secondary_loss_rearm,F0_S1_SUPERVISOR_ONLY,LOSS,15449999999,2650000000,0,328,310,50000000,50000000,50000000,18,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C5_secondary_loss_rearm,F1_S0_FUSION_ONLY,LOSS,9049999999,2650000000,0,193,182,50000000,50000000,50000000,11,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_01_898001__R25C5_secondary_loss_rearm__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C5_secondary_loss_rearm,F1_S1_FUSION_SUPERVISOR,LOSS,15449999999,2650000000,0,328,310,50000000,50000000,50000000,18,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C6_partial_slip_control,F0_S0_CLP3_BASELINE,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C6_partial_slip_control,F0_S1_SUPERVISOR_ONLY,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C6_partial_slip_control,F1_S0_FUSION_ONLY,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C6_partial_slip_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C6_partial_slip_control,F1_S1_FUSION_SUPERVISOR,NO_LOSS,7799999999,7800000000,,166,157,50000000,50000000.0,50000000,9,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_01_898001,R25C7_commanded_release_control,F0_S0_CLP3_BASELINE,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C7_commanded_release_control,F0_S1_SUPERVISOR_ONLY,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_01_898001,R25C7_commanded_release_control,F1_S0_FUSION_ONLY,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_01_898001__R25C7_commanded_release_control__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_01_898001,R25C7_commanded_release_control,F1_S1_FUSION_SUPERVISOR,COMMANDED_RELEASE,2599999999,2600000000,,57,53,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C1_contact_absence_edge_missing,F0_S0_CLP3_BASELINE,LOSS,3799999999,3800000000,1660000000,81,47,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C1_contact_absence_edge_missing,F0_S1_SUPERVISOR_ONLY,LOSS,3799999999,3800000000,1660000000,81,47,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C1_contact_absence_edge_missing,F1_S0_FUSION_ONLY,LOSS,9159999999,2250000000,110000000,195,106,10000000,50000000,4140000000,3,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C1_contact_absence_edge_missing__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C1_contact_absence_edge_missing,F1_S1_FUSION_SUPERVISOR,LOSS,15559999999,2250000000,110000000,330,238,10000000,50000000,4140000000,3,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C2_rgb_detach_contact_masked,F0_S0_CLP3_BASELINE,LOSS,3799999999,3800000000,1660000000,81,47,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C2_rgb_detach_contact_masked,F0_S1_SUPERVISOR_ONLY,LOSS,3799999999,3800000000,1660000000,81,47,50000000,50000000.0,50000000,4,0,True,,True,True,True,True,True
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C2_rgb_detach_contact_masked,F1_S0_FUSION_ONLY,LOSS,9159999999,2250000000,110000000,195,106,10000000,50000000,4140000000,3,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C2_rgb_detach_contact_masked__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C2_rgb_detach_contact_masked,F1_S1_FUSION_SUPERVISOR,LOSS,15559999999,2250000000,110000000,330,238,10000000,50000000,4140000000,3,0,True,RIGHT_CENSORED,True,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C3_transient_relocation_error,F0_S0_CLP3_BASELINE,LOSS,6309999999,2200000000,60000000,133,48,10000000,50000000,50000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F0_S1_SUPERVISOR_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C3_transient_relocation_error,F0_S1_SUPERVISOR_ONLY,LOSS,19210000000,2200000000,60000000,405,222,10000000,50000000,8790000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F1_S0_FUSION_ONLY,L2RAR2_R25_FACTORIAL_02_898002,R25C3_transient_relocation_error,F1_S0_FUSION_ONLY,LOSS,6309999999,2200000000,60000000,133,48,10000000,50000000,50000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C3_transient_relocation_error__F1_S1_FUSION_SUPERVISOR,L2RAR2_R25_FACTORIAL_02_898002,R25C3_transient_relocation_error,F1_S1_FUSION_SUPERVISOR,LOSS,19210000000,2200000000,60000000,405,222,10000000,50000000,8790000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
L2RAR2_R25_FACTORIAL_02_898002__R25C4_goal_verification_retry__F0_S0_CLP3_BASELINE,L2RAR2_R25_FACTORIAL_02_898002,R25C4_goal_verification_retry,F0_S0_CLP3_BASELINE,LOSS,9159999999,2200000000,60000000,195,106,10000000,50000000,4140000000,3,0,True,RIGHT_CENSORED,False,False,False,False,False
