episode_id,n_steps,path,rollout_seed,root_family_id,scenario_for_analysis_only,success,terminal_reason
u4b_u4r1_confirm_027_9110273,29,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_027_9110273.json,9110273,u4r1_confirm_027,obstacle_detour,True,stable_success
u4b_u4r1_confirm_028_9110280,7,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_028_9110280.json,9110280,u4r1_confirm_028,terminal_collision,False,terminal_collision
u4b_u4r1_confirm_028_9110281,7,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_028_9110281.json,9110281,u4r1_confirm_028,terminal_collision,False,terminal_collision
u4b_u4r1_confirm_028_9110282,7,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_028_9110282.json,9110282,u4r1_confirm_028,terminal_collision,False,terminal_collision
u4b_u4r1_confirm_028_9110283,7,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_028_9110283.json,9110283,u4r1_confirm_028,terminal_collision,False,terminal_collision
u4b_u4r1_confirm_029_9110290,32,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_029_9110290.json,9110290,u4r1_confirm_029,stagnation,True,stable_success
u4b_u4r1_confirm_029_9110291,33,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_029_9110291.json,9110291,u4r1_confirm_029,stagnation,True,stable_success
u4b_u4r1_confirm_029_9110292,34,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_029_9110292.json,9110292,u4r1_confirm_029,stagnation,True,stable_success
u4b_u4r1_confirm_029_9110293,35,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_029_9110293.json,9110293,u4r1_confirm_029,stagnation,True,stable_success
u4b_u4r1_confirm_030_9110300,23,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_030_9110300.json,9110300,u4r1_confirm_030,nominal_success,True,stable_success
u4b_u4r1_confirm_030_9110301,24,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_030_9110301.json,9110301,u4r1_confirm_030,nominal_success,True,stable_success
u4b_u4r1_confirm_030_9110302,23,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_030_9110302.json,9110302,u4r1_confirm_030,nominal_success,True,stable_success
u4b_u4r1_confirm_030_9110303,25,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_030_9110303.json,9110303,u4r1_confirm_030,nominal_success,True,stable_success
u4b_u4r1_confirm_031_9110310,21,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_031_9110310.json,9110310,u4r1_confirm_031,grazing_contact,True,stable_success
u4b_u4r1_confirm_031_9110311,28,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_031_9110311.json,9110311,u4r1_confirm_031,grazing_contact,True,stable_success
u4b_u4r1_confirm_031_9110312,27,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_031_9110312.json,9110312,u4r1_confirm_031,grazing_contact,True,stable_success
u4b_u4r1_confirm_031_9110313,22,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_031_9110313.json,9110313,u4r1_confirm_031,grazing_contact,True,stable_success
u4b_u4r1_confirm_032_9110320,26,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_032_9110320.json,9110320,u4r1_confirm_032,slip_recovery,True,stable_success
u4b_u4r1_confirm_032_9110321,25,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_032_9110321.json,9110321,u4r1_confirm_032,slip_recovery,True,stable_success
u4b_u4r1_confirm_032_9110322,27,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_032_9110322.json,9110322,u4r1_confirm_032,slip_recovery,True,stable_success
u4b_u4r1_confirm_032_9110323,27,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_032_9110323.json,9110323,u4r1_confirm_032,slip_recovery,True,stable_success
u4b_u4r1_confirm_033_9110330,23,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_033_9110330.json,9110330,u4r1_confirm_033,obstacle_detour,True,stable_success
u4b_u4r1_confirm_033_9110331,25,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_033_9110331.json,9110331,u4r1_confirm_033,obstacle_detour,True,stable_success
u4b_u4r1_confirm_033_9110332,26,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_033_9110332.json,9110332,u4r1_confirm_033,obstacle_detour,True,stable_success
u4b_u4r1_confirm_033_9110333,23,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_033_9110333.json,9110333,u4r1_confirm_033,obstacle_detour,True,stable_success
u4b_u4r1_confirm_034_9110340,9,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_034_9110340.json,9110340,u4r1_confirm_034,terminal_collision,False,terminal_collision
u4b_u4r1_confirm_034_9110341,9,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_034_9110341.json,9110341,u4r1_confirm_034,terminal_collision,False,terminal_collision
u4b_u4r1_confirm_034_9110342,8,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_034_9110342.json,9110342,u4r1_confirm_034,terminal_collision,False,terminal_collision
u4b_u4r1_confirm_034_9110343,8,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_034_9110343.json,9110343,u4r1_confirm_034,terminal_collision,False,terminal_collision
u4b_u4r1_confirm_035_9110350,32,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_035_9110350.json,9110350,u4r1_confirm_035,stagnation,True,stable_success
u4b_u4r1_confirm_035_9110351,34,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_035_9110351.json,9110351,u4r1_confirm_035,stagnation,True,stable_success
u4b_u4r1_confirm_035_9110352,33,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_035_9110352.json,9110352,u4r1_confirm_035,stagnation,True,stable_success
u4b_u4r1_confirm_035_9110353,33,artifacts/pathgraph_sarm/upgrade_v2/u4_conditional_semantics_v1/fresh_confirmation_v1/rollouts/u4b_u4r1_confirm_035_9110353.json,9110353,u4r1_confirm_035,stagnation,True,stable_success
